5.7,8.46,6.0287e-24,
5.7,8.4599,5.26198e-08,
5.7,8.45986,3.49156e-08,
5.7,8.45983,1.72115e-08,
5.7,8.45979,-4.92645e-10,
5.7,8.45976,-1.81968e-08,
5.7,8.45972,-3.59009e-08,
5.7,8.45968,-5.36051e-08,
5.7,8.45925,-2.33902e-07,
5.7,8.45917,-2.14342e-07,
5.7,8.45908,-1.94782e-07,
5.7,8.45899,-1.75221e-07,
5.7,8.45891,-1.55661e-07,
5.7,8.45882,-1.36101e-07,
5.7,8.45873,-1.1654e-07,
5.7,8.45865,-9.69799e-08,
5.7,8.45856,-7.74196e-08,
5.7,8.45847,-5.78592e-08,
5.7,8.45839,-3.82989e-08,
5.7,8.4583,-1.87385e-08,
5.7,8.45821,8.21811e-10,
5.7,8.45813,2.03822e-08,
5.7,8.45804,3.99425e-08,
5.7,8.45795,5.95029e-08,
5.7,8.45787,7.90632e-08,
5.7,8.45778,9.86236e-08,
5.7,8.45677,2.61077e-07,
5.7,8.45661,2.11105e-07,
5.7,8.45645,1.61133e-07,
5.7,8.45629,1.11161e-07,
5.7,8.45613,6.11883e-08,
5.7,8.45597,1.12162e-08,
5.7,8.45581,-3.8756e-08,
5.7,8.45565,-8.87281e-08,
5.7,8.45549,-1.387e-07,
5.7,8.45533,-1.88672e-07,
5.7,8.45517,-2.38645e-07,
5.7,8.45501,-2.88617e-07,
5.7,8.45486,-3.38589e-07,
5.7,8.4547,-3.88561e-07,
5.7,8.45454,-4.38533e-07,
5.7,8.45438,-4.88505e-07,
5.7,8.45422,-5.38478e-07,
5.7,8.45406,-5.8845e-07,
5.7,8.4539,-6.38422e-07,
5.7,8.45374,-6.88394e-07,
5.7,8.45358,-7.38366e-07,
5.7,8.45342,-7.88338e-07,
5.7,8.45326,-8.38311e-07,
5.7,8.4531,-8.88283e-07,
5.7,8.45294,-9.38255e-07,
5.7,8.45279,-9.88227e-07,
5.7,8.45263,-1.0382e-06,
5.7,8.45088,-1.57785e-06,
5.7,8.45063,-1.46694e-06,
5.7,8.45038,-1.35602e-06,
5.7,8.45012,-1.2451e-06,
5.7,8.44987,-1.13418e-06,
5.7,8.44962,-1.02326e-06,
5.7,8.44936,-9.12347e-07,
5.7,8.44911,-8.01429e-07,
5.7,8.44885,-6.90511e-07,
5.7,8.4486,-5.79594e-07,
5.7,8.44835,-4.68676e-07,
5.7,8.44809,-3.57758e-07,
5.7,8.44784,-2.4684e-07,
5.7,8.44759,-1.35923e-07,
5.7,8.44733,-2.50048e-08,
5.7,8.44708,8.59129e-08,
5.7,8.44683,1.96831e-07,
5.7,8.44657,3.07748e-07,
5.7,8.44632,4.18666e-07,
5.7,8.44607,5.29584e-07,
5.7,8.44581,6.40502e-07,
5.7,8.44556,7.51419e-07,
5.7,8.4453,8.62337e-07,
5.7,8.44505,9.73255e-07,
5.7,8.4448,1.08417e-06,
5.7,8.44454,1.19509e-06,
5.7,8.44429,1.30601e-06,
5.7,8.44404,1.41693e-06,
5.7,8.44378,1.52784e-06,
5.7,8.44353,1.63876e-06,
5.7,8.44328,1.74968e-06,
5.7,8.44302,1.8606e-06,
5.7,8.44277,1.97151e-06,
5.7,8.44251,2.08243e-06,
5.7,8.44226,2.19335e-06,
5.7,8.44201,2.30427e-06,
5.7,8.44175,2.41519e-06,
5.7,8.4415,2.5261e-06,
5.7,8.43872,3.07877e-06,
5.7,8.43836,1.53554e-06,
5.7,8.43799,-7.6849e-09,
5.7,8.43762,-1.55091e-06,
5.7,8.43725,-3.09414e-06,
5.7,8.43688,-4.63736e-06,
5.7,8.43651,-6.18059e-06,
5.7,8.43614,-7.72382e-06,
5.7,8.43577,-9.26704e-06,
5.7,8.4354,-1.08103e-05,
5.7,8.43503,-1.23535e-05,
5.7,8.43466,-1.38967e-05,
5.7,8.43429,-1.54399e-05,
5.7,8.43392,-1.69832e-05,
5.7,8.43355,-1.85264e-05,
5.7,8.43318,-2.00696e-05,
5.7,8.43282,-2.16128e-05,
5.7,8.43245,-2.31561e-05,
5.7,8.43208,-2.46993e-05,
5.7,8.43171,-2.62425e-05,
5.7,8.43134,-2.77858e-05,
5.7,8.43097,-2.9329e-05,
5.7,8.4306,-3.08722e-05,
5.7,8.43023,-3.24154e-05,
5.7,8.42986,-3.39587e-05,
5.7,8.42949,-3.55019e-05,
5.7,8.42912,-3.70451e-05,
5.7,8.42875,-3.85883e-05,
5.7,8.42838,-4.01316e-05,
5.7,8.42801,-4.16748e-05,
5.7,8.42764,-4.3218e-05,
5.7,8.42727,-4.47612e-05,
5.7,8.42691,-4.63045e-05,
5.7,8.42654,-4.78477e-05,
5.7,8.42617,-4.93909e-05,
5.7,8.4258,-5.09341e-05,
5.7,8.42543,-5.24774e-05,
5.7,8.42506,-5.40206e-05,
5.7,8.42469,-5.55638e-05,
5.7,8.42432,-5.7107e-05,
5.7,8.42395,-5.86503e-05,
5.7,8.42358,-6.01935e-05,
5.7,8.42321,-6.17367e-05,
5.7,8.42284,-6.328e-05,
5.7,8.42247,-6.48232e-05,
5.7,8.4221,-6.63664e-05,
5.7,8.42173,-6.79096e-05,
5.7,8.42137,-6.94529e-05,
5.70001,8.41733,-0.000106049,
5.70001,8.41682,-0.000128473,
5.70001,8.41632,-0.000150896,
5.70001,8.41581,-0.00017332,
5.70001,8.41531,-0.000195744,
5.70001,8.4148,-0.000218168,
5.70001,8.4143,-0.000240591,
5.70001,8.41379,-0.000263015,
5.70001,8.41329,-0.000285439,
5.70001,8.41278,-0.000307862,
5.70001,8.41228,-0.000330286,
5.70002,8.41177,-0.00035271,
5.70002,8.41127,-0.000375134,
5.70002,8.41076,-0.000397557,
5.70002,8.41026,-0.000419981,
5.70002,8.40975,-0.000442405,
5.70002,8.40925,-0.000464828,
5.70002,8.40874,-0.000487252,
5.70002,8.40824,-0.000509676,
5.70002,8.40773,-0.0005321,
5.70002,8.40723,-0.000554523,
5.70002,8.40672,-0.000576947,
5.70003,8.40622,-0.000599371,
5.70003,8.40571,-0.000621794,
5.70003,8.40521,-0.000644218,
5.70003,8.4047,-0.000666642,
5.70003,8.4042,-0.000689066,
5.70003,8.40369,-0.000711489,
5.70003,8.40319,-0.000733913,
5.70003,8.40268,-0.000756337,
5.70003,8.40218,-0.00077876,
5.70003,8.40167,-0.000801184,
5.70003,8.40117,-0.000823608,
5.70003,8.40066,-0.000846032,
5.70004,8.40016,-0.000868455,
5.70004,8.39965,-0.000890879,
5.70004,8.39915,-0.000913303,
5.70004,8.39864,-0.000935727,
5.70004,8.39814,-0.00095815,
5.70004,8.39763,-0.000980574,
5.70004,8.39713,-0.001003,
5.70004,8.39662,-0.00102542,
5.70004,8.39612,-0.00104785,
5.70004,8.39561,-0.00107027,
5.70004,8.39511,-0.00109269,
5.70005,8.3946,-0.00111512,
5.70005,8.3941,-0.00113754,
5.70005,8.39359,-0.00115996,
5.70005,8.39309,-0.00118239,
5.70005,8.39258,-0.00120481,
5.70005,8.39208,-0.00122723,
5.70005,8.39157,-0.00124966,
5.70005,8.39107,-0.00127208,
5.70005,8.39056,-0.00129451,
5.70005,8.39006,-0.00131693,
5.70005,8.38955,-0.00133935,
5.70006,8.38905,-0.00136178,
5.70007,8.38367,-0.00165781,
5.70007,8.38301,-0.00174571,
5.70007,8.38236,-0.00183362,
5.70007,8.3817,-0.00192152,
5.70007,8.38104,-0.00200943,
5.70007,8.38038,-0.00209733,
5.70008,8.37972,-0.00218523,
5.70008,8.37906,-0.00227314,
5.70008,8.3784,-0.00236104,
5.70008,8.37775,-0.00244895,
5.70008,8.37709,-0.00253685,
5.70009,8.37643,-0.00262475,
5.70009,8.37577,-0.00271266,
5.70009,8.37511,-0.00280056,
5.70009,8.37445,-0.00288847,
5.70009,8.37379,-0.00297637,
5.70009,8.37313,-0.00306428,
5.7001,8.37248,-0.00315218,
5.7001,8.37182,-0.00324008,
5.7001,8.37116,-0.00332799,
5.7001,8.3705,-0.00341589,
5.7001,8.36984,-0.0035038,
5.70011,8.36918,-0.0035917,
5.70011,8.36852,-0.0036796,
5.70011,8.36786,-0.00376751,
5.70011,8.36721,-0.00385541,
5.70011,8.36655,-0.00394332,
5.70012,8.36589,-0.00403122,
5.70012,8.36523,-0.00411913,
5.70012,8.36457,-0.00420703,
5.70012,8.36391,-0.00429493,
5.70012,8.36325,-0.00438284,
5.70012,8.36259,-0.00447074,
5.70013,8.36194,-0.00455865,
5.70013,8.36128,-0.00464655,
5.70013,8.36062,-0.00473445,
5.70013,8.35996,-0.00482236,
5.70013,8.3593,-0.00491026,
5.70014,8.35864,-0.00499817,
5.70014,8.35798,-0.00508607,
5.70014,8.35732,-0.00517398,
5.70014,8.35667,-0.00526188,
5.70014,8.35601,-0.00534978,
5.70014,8.35535,-0.00543769,
5.70015,8.35469,-0.00552559,
5.70015,8.35403,-0.0056135,
5.70015,8.35337,-0.0057014,
5.70015,8.35271,-0.0057893,
5.70015,8.35205,-0.00587721,
5.70016,8.3514,-0.00596511,
5.70016,8.35074,-0.00605302,
5.70016,8.35008,-0.00614092,
5.70016,8.34942,-0.00622882,
5.70016,8.34876,-0.00631673,
5.70016,8.3481,-0.00640463,
5.70017,8.34744,-0.00649254,
5.70017,8.34678,-0.00658044,
5.70017,8.34613,-0.00666835,
5.70017,8.34547,-0.00675625,
5.70017,8.34481,-0.00684415,
5.70018,8.34415,-0.00693206,
5.70018,8.34349,-0.00701996,
5.70018,8.34283,-0.00710787,
5.70018,8.34217,-0.00719577,
5.70018,8.34151,-0.00728367,
5.70018,8.34086,-0.00737158,
5.7002,8.33411,-0.00832432,
5.7002,8.33328,-0.00851685,
5.7002,8.33245,-0.00870939,
5.7002,8.33162,-0.00890192,
5.7002,8.33079,-0.00909445,
5.7002,8.32996,-0.00928698,
5.70019,8.32914,-0.00947951,
5.70019,8.32831,-0.00967205,
5.70019,8.32748,-0.00986458,
5.70019,8.32665,-0.0100571,
5.70019,8.32582,-0.0102496,
5.70019,8.32499,-0.0104422,
5.70019,8.32416,-0.0106347,
5.70019,8.32334,-0.0108272,
5.70018,8.32251,-0.0110198,
5.70018,8.32168,-0.0112123,
5.70018,8.32085,-0.0114048,
5.70018,8.32002,-0.0115974,
5.70018,8.31919,-0.0117899,
5.70018,8.31836,-0.0119824,
5.70018,8.31753,-0.012175,
5.70018,8.31671,-0.0123675,
5.70017,8.31588,-0.01256,
5.70017,8.31505,-0.0127526,
5.70017,8.31422,-0.0129451,
5.70017,8.31339,-0.0131376,
5.70017,8.31256,-0.0133302,
5.70017,8.31173,-0.0135227,
5.70017,8.31091,-0.0137152,
5.70017,8.31008,-0.0139078,
5.70017,8.30925,-0.0141003,
5.70016,8.30842,-0.0142928,
5.70016,8.30759,-0.0144854,
5.70016,8.30676,-0.0146779,
5.70016,8.30593,-0.0148704,
5.70016,8.3051,-0.0150629,
5.70016,8.30428,-0.0152555,
5.70016,8.30345,-0.015448,
5.70016,8.30262,-0.0156405,
5.70015,8.30179,-0.0158331,
5.70015,8.30096,-0.0160256,
5.70015,8.30013,-0.0162181,
5.70015,8.2993,-0.0164107,
